question_id,content,order
79,α大学の大学院生は、学会発表及びB国γ研究所と共同研究の可能性を探るための非公開の情報を用いた情報交換を実施することを目的とした外国出張の申請書を作成した。申請書の業務内容欄には「学会発表及び研究概要打合せ」と記載した。研究概要打合せは、輸出管理上の判定欄に「公知」と記載した。,3
79,α大学の大学院生は、C国において地質調査を実施する計画を立てており、「赤外線カメラ」をハンドキャリーする予定としていた。この大学院生は、過去に学会発表でC国に渡航した経験があるので、直前に海外渡航申請の提出をした。,4
79,α大学の大学院生は、自作した測定装置は大学の輸出管理の対象にならないと考え、輸出管理手続をせずに海外に持ち出すことにした。,5
80,ア：○　　イ：×　　ウ：○　　エ：○,1
80,ア：○　　イ：○　　ウ：○　　エ：×,2
80,ア：×　　イ：○　　ウ：×　　エ：○,3
80,ア：○　　イ：×　　ウ：○　　エ：×,4
80,ア：×　　イ：×　　ウ：○　　エ：○,5
81,0,1
81,1,2
81,2,3
81,3,4
81,4,5
82,ア：○　　イ：○　　ウ：○　　エ：×,1
82,ア：○　　イ：○　　ウ：×　　エ：○,2
82,ア：○　　イ：×　　ウ：○　　エ：○,3
82,ア：×　　イ：○　　ウ：○　　エ：○,4
82,ア：○　　イ：○　　ウ：○　　エ：○,5
83,ア：○　　イ：×　　ウ：○　　エ：○,1
83,ア：×　　イ：○　　ウ：○　　エ：×,2
83,ア：○　　イ：○　　ウ：×　　エ：○,3
83,ア：○　　イ：×　　ウ：○　　エ：×,4
83,ア：×　　イ：○　　ウ：×　　エ：○,5
84,0,1
84,1,2
84,2,3
84,3,4
84,4,5
85,1,1
85,2,2
85,3,3
85,4,4
85,5,5
86,ア：○　　イ：○　　ウ：○　　エ：○　　オ：○,1
86,ア：○　　イ：×　　ウ：○　　エ：×　　オ：○,2
86,ア：×　　イ：○　　ウ：○　　エ：○　　オ：×,3
86,ア：×　　イ：○　　ウ：×　　エ：○　　オ：×,4
86,ア：×　　イ：×　　ウ：×　　エ：×　　オ：○,5
87,3,1
87,4,2
87,5,3
87,6,4
87,7,5
88,特許権,1
88,実用新案,2
88,回路配置利用權,3
88,意匠権,4
88,商標権,5
89,ア：○　　イ：×　　ウ：×　　エ：×,1
89,ア：×　　イ：○　　ウ：×　　エ：×,2
89,ア：×　　イ：×　　ウ：○　　エ：×,3
89,ア：×　　イ：×　　ウ：×　　エ：○,4
89,ア：×　　イ：×　　ウ：×　　エ：×,5
90,ア：○　　イ：○　　ウ：○　　エ：○　　オ：○,1
90,ア：○　　イ：○　　ウ：○　　エ：○　　オ：×,2
90,ア：○　　イ：○　　ウ：○　　エ：×　　オ：×,3
90,ア：○　　イ：○　　ウ：×　　エ：×　　オ：×,4
90,ア：×　　イ：×　　ウ：×　　エ：×　　オ：×,5
91,ア：引張　　イ：材料の温度が高い状態　　ウ：小さい　　エ：大きく,1
91,ア：引張　　イ：材料の温度が高い状態　　ウ：大きい　　エ：小さく,2
91,ア：圧縮　　イ：材料の温度が高い状態　　ウ：小さい　　エ：大きく,3
91,ア：圧縮　　イ：引張強さが大きい材料　　ウ：小さい　　エ：大きい,4
91,ア：引張　　イ：引張強さが大きい材料　　ウ：小さく　　エ：大きく,5
92,1個のサイコロを振ったときに、1から6までのそれぞれの目が出る確率は、一様分布に従う。,1
92,大量生産される工業製品のなかで、不良品が発生する個数は、ポアソン分布に従うと近似できる。,2
92,災害が起こってから次に起こるまでの期間は、指数分布に従うと近似できる。,3
92,ある交差点における5年間の交通事故発生回数は、正規分布に従うと近似できる。,4
92,1枚のコインを5回投げたときに、表が出る回数は、二項分布に従う。,5
93,0.2％未満,1
93,0.2％以上1％未満,2
93,1％以上5％未満,3
93,5％以上10％未満,4
93,10％以上,5
94,2,1
94,2.5,2
94,3,3
94,3.5,4
94,4,5
95,ア：3乗　　イ：比例　　　ウ：4乗　　エ：3乗,1
95,ア：4乗　　イ：比例　　　ウ：3乗　　エ：2乗,2
95,ア：3乗　　イ：反比例　　ウ：4乗　　エ：2乗,3
95,ア：4乗　　イ：反比例　　ウ：3乗　　エ：3乗,4
95,ア：3乗　　イ：反比例　　ウ：4乗　　エ：3乗,5
96,ア,1
96,イ,2
96,ウ,3
96,エ,4
96,オ,5
97,Web会議サービスを利用する場合、意図しない参加者を会議へ参加させないためには、会議参加用のURLを参加者に対し安全な通信路を用いて送付すればよい。,1
97,各組織のネットワーク管理者は、テレワークで用いるVPN製品等の通信機器の脆弱性について、常に情報を収集することが求められている。,2
97,テレワーク環境では、オフィス勤務の場合と比較してフィッシング等の被害が発生する危険性が高まっている。,3
97,ソーシャルハッキングへの対策のため、第三者の出入りが多いカフェやレストラン等でのテレワーク業務は避ける。,4
97,テレワーク業務におけるインシデント発生時において、適切な連絡先が確認できない場合、被害の拡大につながるリスクがある。,5
98,8,1
98,4,2
98,2,3
98,1,4
98,0,5
99,7M ＋ 2H［秒］,1
99,6M ＋ 3H［秒］,2
99,5M ＋ 4H［秒］,3
99,4M ＋ 5H［秒］,4
99,3M ＋ 6H［秒］,5
100,ア：4　　イ：「0000010」,1
100,ア：5　　イ：「1100010」,2
100,ア：4　　イ：「1001010」,3
100,ア：5　　イ：「1000110」,4
100,ア：4　　イ：「1000011」,5
101,ア：12　　イ：25　　ウ：51　　エ：102,1
101,ア：13　　イ：26　　ウ：50　　エ：102,2
101,ア：13　　イ：26　　ウ：52　　エ：101,3
101,ア：13　　イ：25　　ウ：50　　エ：101,4
101,ア：12　　イ：25　　ウ：50　　エ：101,5
102, \( 2^4  \) 倍,1
102, \( 2^16  \) 倍,2
102, \( 2^32  \) 倍,3
102, \( 2^96  \) 倍,4
102, \( 2^128  \) 倍,5
103, \( \frac{f_{i+1}-f_i}{\Delta}  \),1
103, \( \frac{3f_i-4f_{i-1}+f_{i-2}}{\Delta}  \),2
103, \( \frac{f_{i+1}-f_{i-1}}{2\Delta}  \),3
103, \( \frac{f_{i+1}-2f_i+f_{i-1}}{\Delta^2}  \),4
103, \( \frac{f_i-f_{i-1}}{\Delta}  \),5
104,（a × b）・a ＝ 0,1
104,a × b ＝ b × a,2
104,a・b ＝ b・a,3
104,b・（a × b） ＝ 0,4
104,a × a ＝ 0,5
105,丸め誤差を小さくするために、計算機の浮動小数点演算を単精度から倍精度に変更した。,1
105,有限要素解析において、高次要素を用いて要素分割を行った。,2
105,有限要素解析において、できるだけゆがんだ要素ができないように要素分割を行った。,3
105,Newton法などの反復計算において、反復回数が多いので収束判定条件を緩和した。,4
105,有限要素解析において、解の変化が大きい領域の要素分割を細かくした。,5
106,1／2,1
106,1／√3,2
106,1,3
106,√3,4
106,2,5
107,\( \tau = I (\omega_2 - \omega_1) \),1
107,\( \tau = I (\omega_2 - \omega_1) \cdot T \),2
107,\( \tau = \frac{I (\omega_2 - \omega_1)}{T} \),3
107,\( \tau = \frac{I (\omega_2^2 - \omega_1^2)}{2} \),4
107,\( \tau = I (\omega_2^2 - \omega_1^2) \cdot T \),5
108,\( f_a : f_b = 1 : 1 \),1
108,\( f_a : f_b = 1 : \sqrt{2} \),2
108,\( f_a : f_b = 1 : 2 \),3
108,\( f_a : f_b = \sqrt{2} : 1 \),4
108,\( f_a : f_b = 2 : 1 \),5
109,酢酸は弱酸であり、炭酸の酸性度は酢酸より弱く、フェノールの酸性度は炭酸よりさらに弱い。,1
109,塩酸及び酢酸の0.1mol／L 水溶液は同一のpHを示す。,2
109,水酸化ナトリウム、水酸化カリウム、水酸化カルシウム、水酸化バリウムは水に溶けて強塩基性を示す。,3
109,炭酸カルシウムに希塩酸を加えると、二酸化炭素を発生する。,4
109,塩化アンモニウムと水酸化カルシウムの混合物を加熱すると、アンモニアを発生する。,5
110,\( H_2\underline{S} \),1
110,\( \underline{Mn} \),2
110,\( \underline{Mn}O_4^- \),3
110, \( \underline{N}H_3 \),4
110, \( H\underline{N}O_3 \),5
111,ア：レアメタル　　　イ：\( 4.5 \times 10^{-2} \)　　ウ：1.8,1
111,ア：ベースメタル　　イ：\( 4.5 \times 10^{-2} \)　　ウ：0.18,2
111,ア：レアメタル　　　イ：\( 4.5 \times 10^{-2} \)　　ウ：0.18,3
111,ア：ベースメタル　　イ：\( 8.9 \times 10^{-2} \)　　ウ：0.18,4
111,ア：レアメタル　　　イ：\( 8.9 \times 10^{-2} \)　　ウ：1.8,5
112,ア：変形前　　イ：公称応力　　ウ：公称ひずみ　　エ：弹性,1
112,ア：変形後　　イ：真応力　　　ウ：公称ひずみ　　エ：弹性,2
112,ア：変形前　　イ：公称応力　　ウ：真ひずみ　　　エ：塑性,3
112,ア：変形後　　イ：真応力　　　ウ：真ひずみ　　　エ：塑性,4
112,ア：変形前　　イ：公称応力　　ウ：公称ひずみ　　エ：塑性,5
113,酵素を構成するフェニルアラニン、ロイシン、バリン、トリプトファンなどの非極性アミノ酸の側鎖は、酵素の外表面に存在する傾向がある。,1
113,至適温度が20°C以下、あるいは100°C以上の酵素は存在しない。,2
113,酵素は、アミノ酸がペプチド結合によって結合したタンパク質を主成分とする無機触媒である。,3
113,酵素は、活性化エネルギーを増加させる触媒の働きを持っている。,4
113,リパーゼは、高級脂肪酸トリグリセリドのエステル結合を加水分解する酵素である。,5
114,同じ側の鎖では、シトシン（C）とチミン（T）の和が40％である。,1
114,同じ側の鎖では、グアニン（G）とシトシン（C）の和が90％である。,2
114,相補鎖では、チミン（T）が25％である。,3
114,相補鎖では、シトシン（C）とチミン（T）の和が50％である。,4
114,相補鎖では、グアニン（G）とアデニン（A）の和が60％である。,5
115,人間の影響が大気、海洋及び陸域を温暖化させてきたことには疑う余地がない。,1
115,2011〜2020年における世界平均気温は、工業化以前の状態の近似値とされる1850〜1900年の値よりも約3°C高かった。,2
115,気候変動による影響として、気象や気候の極端現象の増加、生物多様性の喪失、土地・森林の劣化、海洋の酸性化、海面水位上昇などが挙げられる。,3
115,気候変動に対する生態系及び人間の脆弱性は、社会経済的開発の形態などによって、地域間及び地域内で大幅に異なる。,4
115,世界全体の正味の人為的な温室効果ガス排出量について、2010〜2019年の期間の年間平均値は過去のどの10年の値よりも高かった。,5
116,一般廃棄物と産業廃棄物の近年の総排出量を比較すると、一般廃棄物の方が多くなっている。,1
116,特別管理産業廃棄物とは、産業廃棄物のうち、爆発性、毒性、感染性その他の人の健康又は生活環境に係る被害を生ずるおそれがあるものである。,2
116,バイオマスとは、生物由来の有機性資源のうち化石資源を除いたもので、廃棄物系バイオマスには、建設発生木材や食品廃棄物、下水汚泥などが含まれる。,3
116,RPFとは、廃棄物由来の紙、プラスチックなどを主原料とした固形燃料のことである。,4
116,2020年東京オリンピック競技大会・東京パラリンピック競技大会のメダルは、使用済小型家電由来の金属を用いて製作された。,5
117,ア：90　　イ：ホルムズ　　ウ：サウジアラビア　　エ：10,1
117,ア：90　　イ：マラッカ　　ウ：クウェート　　　　エ：32,2
117,ア：90　　イ：ホルムズ　　ウ：クウェート　　　　エ：10,3
117,ア：67　　イ：マラッカ　　ウ：クウェート　　　　エ：10,4
117,ア：67　　イ：ホルムズ　　ウ：サウジアラビア　　エ：32,5
118,ア：−162　　イ：1／600　　ウ：重量　　エ：吸熱,1
118,ア：−162　　イ：1／800　　ウ：重量　　エ：発熱,2
118,ア：−253　　イ：1／600　　ウ：体積　　エ：発熱,3
118,ア：−253　　イ：1／800　　ウ：体積　　エ：発熱,4
118,ア：−253　　イ：1／800　　ウ：重量　　エ：吸熱,5
119,リスク評価は、リスクの大きさを科学的に評価する作業であり、その結果とともに技術的可能性や費用対効果などを考慮してリスク管理が行われる。,1
119,レギュラトリーサイエンスは、リスク管理に関わる法や規制の社会的合意の形成を支援することを目的としており、科学技術と社会との調和を実現する上で重要である。,2
119,リスクコミュニケーションとは、リスクに関する、個人、機関、集団間での情報及び意見の相互交換である。,3
119,リスクコミュニケーションでは、科学的に評価されたリスクと人が認識するリスクの間に往々にして隔たりがあることを前提としている。,4
119,リスクコミュニケーションに当たっては、リスク情報の受信者を混乱させないために、リスク評価に至った過程の開示を避けることが重要である。,5
120,ア　→　エ　→　イ　→　オ　→　ウ,1
120,ア　→　エ　→　オ　→　イ　→　ウ,2
120,エ　→　ア　→　オ　→　イ　→　ウ,3
120,エ　→　オ　→　ア　→　ウ　→　イ,4
120,オ　→　エ　→　ア　→　ウ　→　イ,5
121,ア：×　　イ：○　　ウ：×　　エ：×　　オ：○　　カ：×　　キ：○,1
121,ア：×　　イ：×　　ウ：×　　エ：○　　オ：×　　カ：○　　キ：×,2
121,ア：○　　イ：×　　ウ：○　　エ：×　　オ：○　　カ：×　　キ：○,3
121,ア：×　　イ：○　　ウ：×　　エ：○　　オ：×　　カ：×　　キ：×,4
121,ア：○　　イ：×　　ウ：×　　エ：○　　オ：×　　カ：○　　キ：×,5
122,計画　→　点検　→　実施　→　処置　→　計画（以降、繰り返す）,1
122,計画　→　点検　→　処置　→　実施　→　計画（以降、繰り返す）,2
122,計画　→　実施　→　処置　→　点検　→　計画（以降、繰り返す）,3
122,計画　→　実施　→　点検　→　処置　→　計画（以降、繰り返す）,4
122,計画　→　処置　→　点検　→　実施　→　計画（以降、繰り返す）,5
123,透明性,1
123,法の支配の尊重,2
123,技術の継承,3
123,説明責任,4
123,ステークホルダーの利害の尊重,5
124,ア：狩猟　　イ：農耕　　ウ：社会　　エ：人間　　オ：持続可能,1
124,ア：農耕　　イ：狩猟　　ウ：社会　　エ：人間　　オ：持続可能,2
124,ア：狩猟　　イ：農耕　　ウ：社会　　エ：人間　　オ：即応,3
124,ア：農耕　　イ：狩猟　　ウ：技術　　エ：自然　　オ：即応,4
124,ア：狩猟　　イ：農耕　　ウ：技術　　エ：自然　　オ：即応,5
125,1,1
125,2,2
125,3,3
125,4,4
125,5,5
126,リスク低減反復プロセスでは、評価したリスクが許容可能なレベルとなるまで反復し、その許容可能と評価した最終的な「残留リスク」については、妥当性を確認し文書化する。,1
126,リスク低減とリスク評価に関して、「ALARP」の原理がある。「ALARP」とは、「合理的に実行可能な最低の」を意味する。,2
126,「ALARP」が適用されるリスク水準領域において、評価するリスクについては、合理的に実行可能な限り低減するか、又は合理的に実行可能な最低の水準まで低減することが要求される。,3
126,「ALARP」の適用に当たっては、当該リスクについてリスク低減をさらに行うことが実際的に不可能な場合、又は費用に比べて改善効果が甚だしく不釣合いな場合だけ、そのリスクは許容可能となる。,4
126,リスク低減方策のうち、設計段階においては、本質的安全設計、ガード及び保護装置、最終使用者のための使用上の情報の3方策があるが、これらの方策には優先順位はない。,5
127,ア：最大幸福　　イ：多数派の権利　　ウ：自分の望むことを人にせよ　　エ：身分,1
127,ア：最大利潤　　イ：個人の権利　　　ウ：人が望むことを自分にせよ　　エ：健康,2
127,ア：最大幸福　　イ：個人の権利　　　ウ：自分の望むことを人にせよ　　エ：健康,3
127,ア：最大利潤　　イ：多数派の権利　　ウ：人が望むことを自分にせよ　　エ：健康,4
127,ア：最大幸福　　イ：個人の権利　　　ウ：人が望むことを自分にせよ　　エ：身分,5
128,0,1
128,1,2
128,2,3
128,3,4
128,4,5
129,ア：○　　イ：×　　ウ：○　　エ：○　　オ：○,1
129,ア：○　　イ：○　　ウ：×　　エ：○　　オ：○,2
129,ア：○　　イ：○　　ウ：○　　エ：×　　オ：○,3
129,ア：○　　イ：○　　ウ：○　　エ：○　　オ：×,4
129,ア：○　　イ：○　　ウ：○　　エ：○　　オ：○,5
130,ア：○　　イ：○　　ウ：○　　エ：○,1
130,ア：×　　イ：○　　ウ：×　　エ：○,2
130,ア：○　　イ：×　　ウ：○　　エ：×,3
130,ア：○　　イ：○　　ウ：×　　エ：×,4
130,ア：○　　イ：×　　ウ：○　　エ：○,5
131,1,1
131,2,2
131,3,3
131,4,4
131,5,5
132,ア：○　　イ：×　　ウ：○　　エ：○,1
132,ア：○　　イ：○　　ウ：○　　エ：×,2
132,ア：×　　イ：○　　ウ：×　　エ：○,3
132,ア：○　　イ：×　　ウ：×　　エ：○,4
132,ア：×　　イ：○　　ウ：×　　エ：×,5
133,ア：×　　イ：○　　ウ：○　　エ：×　　オ：○,1
133,ア：×　　イ：×　　ウ：○　　エ：○　　オ：○,2
133,ア：○　　イ：×　　ウ：○　　エ：○　　オ：○,3
133,ア：○　　イ：○　　ウ：×　　エ：○　　オ：×,4
133,ア：○　　イ：○　　ウ：×　　エ：○　　オ：○,5
134,ア：×　　イ：×　　ウ：○　　エ：○　　オ：○　　カ：○　　キ：○,1
134,ア：×　　イ：○　　ウ：×　　エ：○　　オ：×　　カ：○　　キ：×,2
134,ア：×　　イ：○　　ウ：○　　エ：○　　オ：○　　カ：○　　キ：×,3
134,ア：○　　イ：×　　ウ：○　　エ：×　　オ：○　　カ：×　　キ：○,4
134,ア：×　　イ：○　　ウ：○　　エ：○　　オ：○　　カ：×　　キ：×,5
135,ア：○　　イ：○　　ウ：○　　エ：○,1
135,ア：×　　イ：○　　ウ：×　　エ：○,2
135,ア：○　　イ：×　　ウ：○　　エ：○,3
135,ア：○　　イ：×　　ウ：○　　エ：×,4
135,ア：○　　イ：○　　ウ：○　　エ：×,5
136,（ア）強度を密度        （イ）CFRP        （ウ）2,1
136,（ア）密度を強度	（イ）CFRP	（ウ）10,2
136,（ア）密度を強度        （イ）鉄鋼        （ウ）2,3
136,（ア）強度を密度	（イ）鉄鋼	（ウ）2,4
136,（ア）強度を密度	（イ）CFRP	（ウ）10,5
137,（ア）大　（イ）下回る　（ウ）ねじれ　（エ）共振,1
137,（ア）小　（イ）越す　（ウ）ねじれ　（エ）座屈,2
137,（ア）大　（イ）越す　（ウ）曲げ　（エ）共振,3
137,（ア）小　（イ）越す　（ウ）曲げ　（エ）座屈,4
137,（ア）小　（イ）下回る　（ウ）曲げ　（エ）共振,5
138,（ア）ひずみ　（イ）弹性　（ウ）延性　（エ）疲労限度,1
138,（ア）伸び　（イ）塑性　（ウ）弹性　（エ）引張強さ,2
138,（ア）伸び　（イ）弹性　（ウ）塑性　（エ）引張強さ,3
138,（ア）伸び　（イ）弹性　（ウ）延性　（エ）疲労限度,4
138,（ア）ひずみ　（イ）塑性　（ウ）塑性　（エ）引張強さ,5
139,0.9以上1.0以下,1
139,0.85以上0.9未満,2
139,0.8以上0.85未満,3
139,0.75以上0.8未満,4
139,0.7以上0.75未満,5
140,（ア）フェールセーフ　（イ）フェールソフト　（ウ）フールプルーフ　（エ）フォールトトレランス,1
140,（ア）フェールセーフ　（イ）フェールソフト　（ウ）フールプルーフ　（エ）フォールトマスキング,2
140,（ア）フェールセーフ　（イ）フォールトトレランス　（ウ）フールプルーフ　（エ）フォールトマスキング,3
140,（ア）フールプルーフ　（イ）フォールトトレランス　（ウ）フェールソフト　（エ）フォールトマスキング,4
140,（ア）フールプルーフ　（イ）フェールセーフ　（ウ）フェールソフト　（エ）フォールトトレランス,5
141,相関係数は、つねに -1 < r < 1 の範囲にある。,1
141, 相関係数が0から1に近づくほど、散布図上において2つのデータは直線関係になる。,2
141,相関係数が0であれば、2つのデータは互いに独立である。,3
141,回帰分析における決定係数は、相関係数の絶対値である。,4
141,相関係数の絶対値の大きさに応じて、2つのデータの間の因果関係は変わる。,5
142,利用サービスによってはパスワードの定期的な変更を求められることがあるが、十分に複雑で使い回しのないパスワードを設定したうえで、パスワードの流出などの明らかに危険な事案がなければ、基本的にパスワードを変更する必要はない。,1
142,PINコードとは4〜6桁の数字からなるパスワードの一種であるが、総当たり攻撃で破られやすいので使うべきではない。,2
142,指紋、虹彩、静脈などの本人の生体の一部を用いた生体認証は、個人に固有の情報が用いられているので、認証時に本人がいなければ、認証は成功しない。,3
142,二段階認証であって一要素認証である場合と、一段階認証で二要素認証である場合、前者の方が後者より安全である。,4
142,接続する古い無線LANアクセスルータであってもWEPをサポートしているのであれば、買い換えるまではそれを使えば安全である。,5
143,（ア）R=0　（イ）R≠0　（ウ）A,1
143,（ア）R≠0　（イ）R=0　（ウ）A,2
143,（ア）R=0　（イ）R≠0　（ウ）B,3
143,（ア）R≠0　（イ）R=0　（ウ）B,4
143,（ア）R≠0　（イ）R=0　（ウ）R,5
144,1,1
144,3,2
144,5,3
144,7,4
144,9,5
145,データ圧縮では、情報源に関する知識（記号の生起確率など）が必要であり、情報源の知識がない場合はデータ圧縮することはできない。,1
145,可逆圧縮には限界があり、どのような方式であっても、その限界を超えて圧縮することはできない。,2
145,復号化によって元の情報に完全には戻らず、情報の欠落を伴う圧縮は非可逆圧縮と呼ばれ、音声や映像等の圧縮に使われることが多い。,3
145, 復号化によって元の情報を完全に復号でき、情報の欠落がない圧縮は可逆圧縮と呼ばれテキストデータ等の圧縮に使われることが多い。,4
145,静止画に対する代表的な圧縮方式としてJPEGがあり、動画に対する代表的な圧縮方式としてMPEGがある。,5
146,\( 00000000 \),1
146,\( 11111111 \),2
146,\( 10101101 \),3
146,\( 01011101 \),4
146,\( 11110000 \),5
147,600,1
147,720,2
147,730,3
147,890,4
147,1000,5
148,\[ \begin{bmatrix} 1 & 0 & 0 \\ -a & 1 & 0 \\ ac+b & -c & 1 \end{bmatrix} \],1
148,"\[ \begin{bmatrix} 1 & 0 & 0 \\ a & 1 & 0 \\ ac-b & c & 1 \end{bmatrix} \]",2
148,\[ \begin{bmatrix} 1 & c & b \\ 0 & 1 & a \\ 0 & 0 & 1 \end{bmatrix} \],3
148,\[ \begin{bmatrix} 1 & 0 & 0 \\ -a & 1 & 0 \\ ac-b & -c & 1 \end{bmatrix} \],4
148,\[ \begin{bmatrix} 1 & 0 & 0 \\ a & 1 & 0 \\ ac+b & c & 1 \end{bmatrix} \],5
149,\( \frac{\pi}{3} \),1
149,\( \frac{1}{3} \),2
149,\( \frac{\pi}{2} \),3
149,\( \frac{\pi}{4} \),4
149,\( \frac{1}{4} \),5
150,複数の式が数学的に等価である場合は、どの式を用いて計算しても結果は等しくなる。,1
150,絶対値が近い2数の加減算では有効桁数が失われる桁落ち誤差を生じることがある。,2
150,絶対値の極端に離れる2数の加減算では情報が失われる情報落ちが生じることがある。,3
150,連立方程式の解は、係数行列の逆行列を必ずしも計算しなくても求めることができる。,4
150,有限要素法において要素分割を細かくすると一般的に近似誤差は小さくなる。,5
151,0.010[mm],1
151,0.020[mm],2
151,0.050[mm],3
151,0.10[mm],4
151,0.20[mm],5
152,\( \tau = \frac{1}{n^2} \times I \times \frac{\omega_2 - \omega_1}{T} \),1
152,\( \tau = \frac{1}{n} \times I \times \frac{\omega_2 - \omega_1}{T} \),2
152,\( \tau = I \times \frac{\omega_2 - \omega_1}{T} \),3
152,\( \tau = n \times I \times \frac{\omega_2 - \omega_1}{T} \),4
152,\( \tau = n^2 \times I \times \frac{\omega_2 - \omega_1}{T} \),5
153,Ra < Rb < Rc,1
153,Ra < Rc < Rc,2
153,Rc < Ra < Rb,3
153,Rc < Rb < Ra,4
153,Rb < Ra < Rc,5
154,\( _{20}^{40}\textrm{Ca} \) と \( _{18}^{40}\textrm{Ar} \) の中性子の数は等しい。,1
154,\( _{17}^{35}\textrm{Cl} \) と \( _{17}^{37}\textrm{Cl} \) の中性子の数は等しい。,2
154,\( _{17}^{35}\textrm{Cl} \) と \( _{17}^{37}\textrm{Cl} \) の電子の数は等しい。,3
154,\( _{20}^{40}\textrm{Ca} \) と \( _{18}^{40}\textrm{Ar} \) は互いに同位体である。,4
154,\( _{17}^{35}\textrm{Cl} \) と \( _{17}^{37}\textrm{Cl} \) は互いに同素体である。,5
155,コロイド溶液に少量の電解質を加えると、疎水コロイドの粒子が集合して沈殿する現象を凝析という。,1
155,半透膜を用いてコロイド粒子と小さい分子を分離する操作を透析という。,2
155,コロイド溶液に強い光線をあてたとき、光の通路が明るく見える現象をチンダル現象という。,3
155,コロイド溶液に直流電圧をかけたとき、電荷を持ったコロイド粒子が移動する現象を電気泳動という。,4
155,流動性のない固体状態のコロイドをゾルという。,5
156,（ア）体心立方	（イ）強磁性	（ウ）コバルト	（エ）膨張,1
156,（ア）面心立方	（イ）強磁性	（ウ）クロム	（エ）膨張,2
156,（ア）体心立方	（イ）強磁性	（ウ）コバルト	（エ）収縮,3
156,（ア）面心立方	（イ）常磁性	（ウ）クロム	（エ）収縮,4
156,（ア）体心立方	（イ）常磁性	（ウ）コバルト	（エ）膨張,5
157,アルミニウムは表面に酸化物皮膜を形成することで不動態化する。,1
157,耐食性の良いステンレス鋼は、鉄に銅を5%以上含有させた合金鋼と定義される。,2
157,腐食の速度は、材料の使用環境温度には依存しない。,3
157, 腐食は、局所的に生じることはなく、全体で均一に生じる。,4
157,腐食とは、力学的作用によって表面が逐次減量する現象である。,5
158,（ア）グルコース　（イ）イオン　（ウ）酵素　（エ）デンプン,1
158,（ア）グルコース　（イ）ペプチド　（ウ）抗体　（エ）セルロース,2
158,（ア）アミノ酸　（イ）ペプチド　（ウ）酵素　（エ）デンプン,3
158,（ア）アミノ酸　（イ）ペプチド　（ウ）抗体　（エ）セルロース,4
158,（ア）アミノ酸　（イ）イオン　（ウ）酵素　（エ）デンプン,5
159,アニーリング温度を上げすぎると、1本鎖DNAに対するプライマーの非特異的なアニーリングが起こりやすくなる。,1
159,伸長反応の時間は増幅したい配列の長さによって変える必要があり、増幅したい配列が長くなるにつれて伸長反応時間は短くする。,2
159, PCR法により増幅したDNAには、プライマーの塩基配列は含まれない。,3
159,耐熱性の低いDNAポリメラーゼが、PCR法に適している。,4
159,DNAの熱変性では、2本鎖DNAの水素結合を切断して1本鎖DNAに解離させるために加熱を行う。,5
160,我が国に生息・生育する生物種は固有種の比率が高いことが特徴で、爬虫類の約6割、両生類の約8割が固有種となっている。,1
160,高度経済成長期以降、急速で規模の大きな開発・改変によって、自然性の高い森林、草原、農地、湿原、干潟等の規模や質が著しく縮小したが、近年では大規模な開発・改変による生物多様性への圧力は低下している。,2
160,里地里山は、奥山自然地域と都市地域との中間に位置し、生物多様性保全上重要な地域であるが、農地、水路・ため池、農用林などの利用拡大等により、里地里山を構成する野生生物の生息・生育地が減少した。,3
160,国外や国内の他の地域から導入された生物が、地域固有の生物相や生態系を改変し、在来種に大きな影響を与えている。,4
160,温暖な気候に生育するタケ類の分布の北上や、南方系チョウ類の個体数増加及び分布域の北上が確認されている。,5
161,二酸化硫黄は、硫黄分を含む石炭や石油などの燃焼によって生じ、呼吸器疾患や酸性雨の原因となる。,1
161,二酸化窒素は、物質の燃焼時に発生する一酸化窒素が、大気中で酸化されて生成される物質で、呼吸器疾患の原因となる。,2
161,一酸化炭素は、有機物の不完全燃焼によって発生し、血液中のヘモグロビンと結合することで酸素運搬機能を阻害する。,3
161,光化学オキシダントは、工場や自動車から排出される窒素酸化物や揮発性有機化合物などが、太陽光により光化学反応を起こして生成される酸化性物質の総称である。,4
161,PM2.5は、粒径10μm以下の浮遊粒子状物質のうち、肺胞に最も付着しやすい粒径2.5μm付近の大きさを有するものである。,5
162,日本の太陽光発電導入量、太陽電池の国内出荷量に占める国内生産品の割合は、いずれも2009年度以降2020年度まで毎年拡大している。,1
162,2020年度の日本の原油輸入の中東依存度は90%を上回り、諸外国と比べて高い水準にあり、特に輸入量が多い上位2か国はサウジアラビアとアラブ首長国連邦である。,2
162,2020年度の日本に対するLNGの輸入供給源は、中東以外の地域が80%以上を占めており、特に2012年度から豪州が最大のLNG輸入先となっている。,3
162,2020年末時点での日本の風力発電の導入量は4百万kWを上回り、再エネの中でも相対的にコストの低い風力発電の導入を推進するため、電力会社の系統受入容量の拡大などの対策が行われている。,4
162,環境適合性に優れ、安定的な発電が可能なベースロード電源である地熱発電は、日本が世界第3位の資源量を有する電源として注目を集めている。,5
163,1/400,1
163,1/600,2
163,1/800,3
163,1/1000,4
163,1/1200,5
164,ウーエーオーアーイ,1
164,ウーオーエーアーイ,2
164,エーウーオーイーア,3
164,エーオーウーイーア,4
164,オーウーアーエーイ,5
165,望遠鏡が発明されたのちに土星の環が確認された。,1
165,量子力学が誕生したのちにトランジスターが発明された。,2
