subject_id,label_id,number,content,question_img_src,correct_answer_no,commentary,answer_img_src
3,3,5,上端が固定されてつり下げられたばね定数kのばねがある。このばねの下端に質量mの質点がつり下げられ、平衡位置（つり下げられた質点が静止しているときの位置、すなわち、つり合い位置）を中心に振幅aで調和振動（単振動）している。質点が最も下の位置にきたとき、ばねに蓄えられているエネルギーとして、最も適切なものはどれか。ただし、重力加速度をgとする。,question_12,4,"ばねに蓄えられているエネルギーは、ポテンシャルエネルギーとして考えることができます。このエネルギーは、ばね定数 \(k\) とばねの変位 \(x\) に依存します。

1. 質点が平衡位置で静止しているとき、ばねの変位は \( \frac{mg}{k} \) です。このとき、ばねに蓄えられているエネルギーは
\[ \frac{1}{2}k\left(\frac{mg}{k}\right)^2 = \frac{1}{2}mg\left(\frac{mg}{k}\right) \]

2. 質点が最も下の位置にあるとき、変位は \( \frac{mg}{k} + a \) です。このとき、ばねに蓄えられているエネルギーは
\[ \frac{1}{2}k\left(\frac{mg}{k}+a\right)^2 \]

したがって、答えは
\[ \frac{1}{2}k\left(\frac{mg}{k}+a\right)^2 \]
これは選択肢の 4. \frac{1}{2}k\left(\frac{mg}{k}+a\right)^2 に該当します。",
3,3,6,下図に示すように、厚さが一定で半径a、面密度pの一様な四分円の板がある。重心の座標として、最も適切なものはどれか。,question_13,5,"四分円の板の重心を求めるには、面積要素を用いて積分を行います。この問題では、角度を使用した極座標系を用いると便利です。

まず、四分円の板の微小面積要素 \( dA \) を考えます。角度 \( \theta \) でのこの微小面積は、
\[ dA = a \cdot d\theta \cdot r \cdot dr \]
ここで、\( r \) は \( 0 \) から \( a \) までの範囲となります。

重心のx座標を求めるため、この微小面積要素のx方向の位置 \( x \) は \( r \cos \theta \) です。したがって、
\[ x \cdot dA = r \cos \theta \cdot a \cdot d\theta \cdot r \cdot dr = a r^2 \cos \theta \cdot d\theta \cdot dr \]

全体の面積 \( A \) は \( A = \frac{\pi a^2}{4} \) です。

したがって、x方向の重心 \( \bar{x} \) は
\[ \bar{x} = \frac{1}{A} \int_0^{\pi/2} \int_0^a a r^2 \cos \theta \cdot d\theta \cdot dr \]

同様に、y方向の重心 \( \bar{y} \) は
\[ \bar{y} = \frac{1}{A} \int_0^{\pi/2} \int_0^a a r^2 \sin \theta \cdot d\theta \cdot dr \]

これらの積分を計算すると、
\[ \bar{x} = \bar{y} = \frac{4a}{3\pi} \]
となります。

したがって、正解は選択肢の 

5. \( \left(\frac{4a}{3\pi},\frac{4a}{3\pi}\right) \)

となります。",
3,4,1,"同位体に関する次の（ア）〜（オ）の記述について、それぞれの正誤の組合せとして、最も適切なものはどれか。

（ア）質量数が異なるので、化学的性質も異なる。
（イ）陽子の数は等しいが、電子の数は異なる。
（ウ）原子核中に含まれる中性子の数が異なる。
（エ）放射線を出す同位体の中には、放射線を出して別の元素に変化するものがある。
（オ）放射線を出す同位体は、年代測定などに利用されている。",,3,"同位体に関する各記述の正誤を以下に示します。

（ア）質量数が異なるので、化学的性質も異なる。
→ 誤。同位体は同じ元素の異なる原子であり、化学的性質は同じである。質量数が異なるのは、原子核中の中性子の数が異なるため。

（イ）陽子の数は等しいが、電子の数は異なる。
→ 誤。同位体は同じ元素の異なる原子であり、陽子の数も電子の数も等しい。異なるのは中性子の数。

（ウ）原子核中に含まれる中性子の数が異なる。
→ 正。これが同位体の定義であり、質量数が異なる理由でもある。

（エ）放射線を出す同位体の中には、放射線を出して別の元素に変化するものがある。
→ 正。放射性崩壊により放射線を放出し、別の元素に変化する同位体が存在する。

（オ）放射線を出す同位体は、年代測定などに利用されている。
→ 正。例えば、炭素14年代測定など、放射線を出す同位体の半減期を利用して古い物質の年代を測定する手法がある。

したがって、最も適切な正誤の組み合わせは以下の通りです：

3 .ア：誤　　イ：誤　　ウ：正　　エ：正　　オ：正",
3,4,2,次の化学反応のうち、酸化還元反応でないものはどれか。,,4,"1番目の反応では、Naが0の酸化数から+1の酸化数へ変化し、Hが+1の酸化数から0の酸化数へ変化しています。このため、酸化還元反応となります。

2番目の反応では、ClO中のClが+1の酸化数から0の酸化数に、HCl中のClが-1の酸化数から0の酸化数へ変化しています。これも酸化還元反応です。

3番目の反応では、Hが0の酸化数から+1の酸化数へ、Nが0の酸化数から-3の酸化数へ変化しています。このため、これも酸化還元反応となります。

4番目の反応では、NaやCl、Ca、C、Oの酸化数は変わっていません。したがって、これは酸化還元反応ではありません。

5番目の反応では、Nが-3の酸化数から+5の酸化数へ変化しています。これは酸化還元反応です。

以上の結果から、酸化還元反応でないものは4. \(2\text{NaCl} + \text{CaCO}_3 \rightarrow \text{Na}_2\text{CO}_3 + \text{CaCl}_2\) です。",
3,4,3,"金属の変形に関する次の記述について、（　　　）に入る語句及び数値の組合せとして、最も適切なものはどれか。

金属が比較的小さい引張応力を受ける場合、応力（σ）とひずみ（ε）は次の式で表される比例関係にある。
σ ＝ Eε
これは（　ア　）の法則として知られており、比例定数Eを（　イ　）という。常温での（　イ　）は、マグネシウムでは（　ウ　）GPa、タングステンでは（　エ　）GPaである。温度が高くなると（　イ　）は、（　オ　）なる。
※応力とは単位面積当たりの力を示す。",,2,"金属が受ける小さい引張応力の場合に、応力（σ）とひずみ（ε）が比例関係にある法則は「フックの法則」として知られています。また、この比例関係における比例定数Eは「ヤング率」と呼ばれます。通常、温度が上昇すると金属のヤング率は低下するため、「小さくなる」と言えます。

マグネシウムのヤング率は約45 GPa、タングステンのヤング率は約407 GPaとされています。

これらの情報を基に選択肢を見ると、正しい組み合わせは以下のようになります。

ア：フック
イ：ヤング率
ウ：45
エ：407
オ：小さく

この結果から、最も適切な選択肢は「2. ア：フック　　イ：ヤング率　　ウ：45　　エ：407　　オ：小さく」となります。",
3,4,4,"鉄の製錬に関する次の記述の、に（　　　）入る語句及び数値の組合せとして、最も適切なものはどれか。

地殻中に存在する元素を存在比（wt％）の大きい順に並べると、鉄は、酸素、ケイ素、（　ア　）についで4番目となる。鉄の製錬は、鉄鉱石（Fe2O3）、石灰石、コークスを主要な原料として（　イ　）で行われる。
（　イ　）において、鉄鉱石をコークスで（　ウ　）することにより鋳鉄（Fe）を得ることができる。この方法で銑鉄を1000kg製造するのに必要な鉄鉱石は、最低（　エ　）kgである。ただし、酸素及び鉄の原子量は16及び56とし、鉄鉱石及び銑鉄中に不純物を含まないものとして計算すること。",,1,"まず、各項目について説明します。

**ア：** 地殻中の元素の存在比に関して、鉄は酸素、ケイ素に次いで3番目のアルミニウムになります。したがって、アは「アルミニウム」となります。

**イ：** 鉄の製錬は、鉄鉱石、石灰石、コークスを用いて「高炉」で行われます。したがって、イは「高炉」となります。

**ウ：** 高炉において鉄鉱石はコークスで「還元」されるので、ウは「還元」となります。

**エ：** 銑鉄を1000kg製造するのに必要な鉄鉱石の量を求めます。Fe2O3のモル質量は \(2 \times 56 + 3 \times 16 = 160\)。Feのモル質量は56です。この情報を用いて以下の計算を行います。

\[ \frac{2 \times 56}{160} \times 1000 = x \]
\[ x = \frac{112}{160} \times 1000 \]
\[ x = 700 \]

しかし、銑鉄を1000kg得るために必要な鉄鉱石の量は700kgではなく、\( \frac{1000}{700} \times 1000 = 1429kg \)です。

したがって、エは「1429」となります。

この情報を基に、正しい選択肢を選ぶと、「1 .ア：アルミニウム　　イ：高炉　　ウ：還元　　エ：1429」となります。",
3,4,5,"アミノ酸に関する次の記述の、（　　　）に入る語句の組合せとして、最も適切なものはどれか。

一部の特殊なものを除き、天然のタンパク質を加水分解して得られるアミノ酸は20種類である。アミノ酸のα-炭素原子には、アミノ基と（　ア　）、そしてアミノ酸の種類によって異なる側鎖（R基）が結合している。R基に脂肪族炭化水素鎖や芳香族炭化水素鎖を持つイソロイシンやフェニルアラニンは、（　イ　）性アミノ酸である。システインやメチオニンのR基には（　ウ　）が含まれており、そのためタンパク質中では2個のシステイン側鎖の間に共有結合ができることがある。",,1,"アミノ酸の基本構造を考慮すると、以下の選択肢を評価できます。

**ア：** アミノ酸のα-炭素原子に結合している基は、アミノ基とカルボキシ基です。したがって、アは「カルボキシ基」となります。

**イ：** イソロイシンやフェニルアラニンのようなアミノ酸は、R基が脂肪族炭化水素鎖や芳香族炭化水素鎖を持っているため、水に対して疎水性を示します。したがって、イは「疎水」となります。

**ウ：** システインやメチオニンのR基には硫黄（S）が含まれていることが特徴的で、これによりタンパク質中で2つのシステイン側鎖間にジスルフィド結合として知られる共有結合が形成されることがあります。したがって、ウは「硫黄（S）」となります。

これらの情報を基に、正しい選択肢を選ぶと、「1 .ア：カルボキシ基　　イ：疎水　　ウ：硫黄（S）」となります。",
3,4,6,DNAの構造的な変化によって生じる突然変異を遺伝子突然変異という。遺伝子突然変異では、1つの塩基の変化でも形質発現に影響を及ぼすことが多く、置換、挿入、欠失などの種類がある。遺伝子突然変異に関する次の記述のうち、最も適切なものはどれか。,,2,"それぞれの選択肢を評価していきます。

1 . 終止コドンへの変化によりタンパク質の合成が早期に終了することは正しいですが、この種の変異を「中立突然変異」とは呼びません。「中立突然変異」は遺伝的な影響が形質に及ぼす影響がない、あるいは限定的な突然変異を指します。

2 . 1塩基の挿入が発生すると、それに続くコドンの読み枠が変わる可能性があり、これをフレームシフト突然変異と呼びます。これは正しい記述です。

3 . 鎌状赤血球貧血症は、1つの塩基の置換（変異）によって引き起こされるものであり、この変異によりヘモグロビンのアミノ酸がグルタミン酸からバリンに置換されます。しかし、1塩基の「欠失」ではなく、置換が原因です。

4 . 高等動植物で劣性の形質が発現するためには、通常、相同染色体の両方に突然変異が起こる必要があります。1本の染色体に変異が起こっただけでは、劣性の形質は発現しません。

5 . X線、紫外線、化学物質などは、遺伝子突然変異の原因として知られています。したがって、外部からの影響で突然変異が「起こりにくい」という記述は誤りです。

上記の評価を基に、最も適切な記述は「2 .遺伝子に1塩基の挿入が起こると、その後のコドンの読み枠がずれるフレームシフトが起こるので、アミノ酸配列が大きく変わる可能性が高い。」となります。",
3,5,1,気候変動に対する様々な主体における取組に関する次の記述のうち、最も不適切なものはどれか。,,2,"それぞれの選択肢について考察してみましょう。

1 . RE100に関する記述は正確であり、多くの国際的な企業が参加しています。

2 . フロン類に関する記述では、フロン類がオゾン層に悪影響を及ぼすことが確かですが、「地球温暖化対策としても十分な効果を発揮している」という部分が問題です。オゾン層の保護と温室効果ガス削減は別の問題であり、特定のフロンから代替フロンへの移行はオゾン層保護の観点から行われていますが、全ての代替フロンが地球温暖化に対して有効とは限りません。

3 . TCFDに関する記述は正確であり、多くの企業や機関がこれに賛同しています。

4 . 「ゼロカーボンシティ」に関する記述も正確で、多くの地方自治体が2050年までにゼロカーボンを目指す宣言をしています。

5 . ZEH（ゼッチ）及びZEH-M（ゼッチ・マンション）に関する記述も正確で、政府はこれらの取り組みを支援しています。

上記の考察をもとに、最も不適切な記述は「2 .温室効果ガスであるフロン類については、オゾン層保護の観点から特定フロンから代替フロンへの転換が進められてきており、地球温暖化対策としても十分な効果を発揮している。」となります。",
3,5,2,環境保全のための対策技術に関する次の記述のうち、最も不適切なものはどれか。,,5,"それぞれの選択肢について考察してみましょう。

1 . ごみ焼却施設におけるダイオキシン類対策として、炉内の温度管理や滞留時間確保などによる完全燃焼、排ガスの急冷などは一般的な技術であり、適切です。

2 . 屋上緑化や壁面緑化によって建物表面温度の上昇を抑え、空調エネルギー消費を削減することは事実です。

3 . 産業廃棄物の管理型処分場において、遮水工や浸出水処理設備を設けることは、環境保全対策として義務付けられているのは正確です。

4 . 「原位置浄化」技術には様々な方法が存在しますが、実際のところ土壌汚染対策法に基づいた対策措置では掘削除去の実績が多いというのは事実です。

5 . 下水処理の工程として、活性汚泥法は一次処理に分類されると述べていますが、これは不正確です。実際には、活性汚泥法は二次処理、つまり生物学的処理の一部として分類されます。

以上の考察をもとに、最も不適切な記述は「5 .下水処理の工程は一次処理から三次処理に分類できるが、活性汚泥法などによる生物処理は一般的に一次処理に分類される。」となります。",
3,5,3,"エネルギー情勢に関する次の記述の、（　　　）に入る数値の組合せとして、最も適切なものはどれか。

日本の総発電電力量のうち、水力を除く再生可能エネルギーの占める割合は年々増加し、2018年度時点で約（　ア　）％である。特に、太陽光発電の導入量が近年着実に増加しているが、その理由の1つとして、そのシステム費用の低下が挙げられる。実際、国内に設置された事業用太陽光発電のシステム費用はすべての規模で毎年低下傾向にあり、10kW 以上の平均値（単純平均）は、2012年の約42万円／kWから2020年には約（　イ　）万円／kWまで低下している。一方、太陽光発電や風力発電の出力は、天候等の気象環境に依存する。例えば、風力発電で利用する風のエネルギーは、風速の（　ウ　）乗に比例する。",,1,"1. 日本の総発電電力量のうち、水力を除く再生可能エネルギーの占める割合に関して:
2018年時点での水力を除く再生可能エネルギーの発電電力量の割合は9%であり、アの値は9となります。

2. 事業用太陽光発電のシステム費用に関して:
2020年に設置された10kW以上の事業用太陽光発電のシステム費用の平均値（単純平均）は25.3万円/kWとなっています。これを基に、イの値は25となります。

3. 風力発電で利用する風のエネルギーに関して:
風のエネルギーは風速の3乗に比例します。このため、ウの値は3となります。

正解は「1 .ア：9　　イ：25　　ウ：3」です。",
3,5,4,"IEAの資料による2018年の一次エネルギー供給量に関する次の記述の、（　　　）に入る国名の組合せとして、最も適切なものはどれか。

各国の1人当たりの一次エネルギー供給量（以下、「1人当たり供給量」と略称）を石油換算トンで表す。1石油換算トンは約42GJ（ギガジュール）に相当する。世界平均の1人当たり供給量は1.9トンである。中国の1人当たり供給量は、世界平均をやや上回り、2.3トンである。（　ア　）の1人当たり供給量は、6トン以上である。（　イ　）の1人当たり供給量は5トンから6トンの間にある。（　ウ　）の1人当たり供給量は、3トンから4トンの間にある。",,2,"「1人当たりの一次エネルギー供給量」という指標は、国の総エネルギー消費をその国の人口で割ったものです。従って、この指標は国のエネルギー効率や生活水準、産業構造などを反映します。

1. **アメリカ及びカナダ**：アメリカとカナダは広大な土地を持つ国であり、住民の生活や経済活動が自動車やトラックなどの個人輸送手段に依存しています。これがエネルギー消費を押し上げる要因となっています。また、両国ともに工業化が進んでおり、一人当たりのGDPも高いため、1人当たりのエネルギー消費も高いと考えられます。

2. **韓国及びロシア**：韓国は工業化が進んでおり、エネルギー消費も高い。一方、ロシアは広大な国土と豊富なエネルギー資源を持つ国で、冷涼な気候もエネルギー消費を押し上げる要因となっています。

3. **ドイツ及び日本**：ドイツと日本は、工業先進国としての経済活動が活発ですが、エネルギー効率化の取り組みや再生可能エネルギーへのシフトなどが進んでいるため、1人当たりのエネルギー消費は相対的に抑えられています。

以上の背景情報を踏まえると、選択肢の中で正しい組み合わせは「2. ア：アメリカ及びカナダ　　イ：韓国及びロシア　　ウ：ドイツ及び日本」となります。",
3,5,5,"次の（ア）〜（オ）の、社会に大きな影響を与えた科学技術の成果を、年代の古い順から並べたものとして、最も適切なものはどれか。

（ア）フリッツ・ハーバーによるアンモニアの工業的合成の基礎の確立
（イ）オットー・ハーンによる原子核分裂の発見
（ウ）アレクサンダー・グラハム・ベルによる電話の発明
（エ）ハインリッヒ・ルドルフ・ヘルツによる電磁波の存在の実験的な確認
（オ）ジェームズ・ワットによる蒸気機関の改良",,4,"それぞれの成果の年代を確認します。

（ア）フリッツ・ハーバーによるアンモニアの工業的合成の基礎の確立 - 20世紀初頭（1909年にハーバーがアンモニアの合成法を開発）

（イ）オットー・ハーンによる原子核分裂の発見 - 20世紀中頃（1938年）

（ウ）アレクサンダー・グラハム・ベルによる電話の発明 - 19世紀後半（1876年）

（エ）ハインリッヒ・ルドルフ・ヘルツによる電磁波の存在の実験的な確認 - 19世紀後半（1880年代）

（オ）ジェームズ・ワットによる蒸気機関の改良 - 18世紀後半（1780年代）

これらの成果を年代順に並べると、

オ　→　ウ　→　エ　→　ア　→　イ

したがって、正解は4. オ　→　ウ　→　エ　→　ア　→　イ です。",
3,5,6,"日本の科学技術基本計画は、1995年に制定された科学技術基本法（現、科学技術・イノベーション基本法）に基づいて一定期間ごとに策定され、日本の科学技術政策を方向づけてきた。次の（ア）〜（オ）は、科学技術基本計画の第1期から第5期までのそれぞれの期の特徴的な施策を1つずつ選んで順不同で記したものである。これらを第1期から第5期までの年代の古い順から並べたものとして、最も適切なものはどれか。

（ア）ヒトに関するクローン技術や遺伝子組換え食品等を例として、科学技術が及ぼす「輪理的・法的・社会的課題」への責任ある取組の推進が明示された。
（イ）「社会のための、社会の中の科学技術」という観点に立つことの必要性が明示され、科学技術と社会との双方向のコミュニケーションを確立していくための条件整備などが図られた。
（ウ）「ポストドクター等1万人支援計画」が推進された。
（エ）世界に先駆けた「超スマート社会」の実現に向けた取組が「Society5.0」として推進された。
（オ）目指すべき国の姿として、東日本大震災からの復興と再生が掲げられた。",,4,"日本の科学技術基本計画は、1995年に制定された科学技術基本法（現、科学技術・イノベーション基本法）に基づき、国の科学技術政策の方向性を示すものとして一定期間ごとに策定されています。以下は、第1期から第5期までの特徴的な施策の時系列を整理したものです。

1. 第1期（1996-2000）:
この期間は学術研究の基盤強化に主眼が置かれ、研究資金の拡充や「ポストドクター等1万人支援計画」、産学官の人的交流が進められました。この特徴に合致するのは「ウ」です。

2. 第2期（2001-2005）:
この期間では科学技術と人間・社会との関係が重視され、全体的なコンセプトとして「社会のための、社会の中の科学技術」という観点が強調されました。この特徴に合致するのは「イ」です。

3. 第3期（2006-2010）:
イノベーションの推進や社会・国民に支持される科学技術を目指す動きが見られました。特に科学技術の「倫理的・法的・社会的課題」への対応が強調され、ヒトに関するクローン技術などが取り上げられました。この特徴に合致するのは「ア」です。

4. 第4期（2011-2015）:
2011年の東日本大震災を受けて、科学技術を活用した震災からの復興と再生が主要な施策とされました。この特徴に合致するのは「オ」です。

5. 第5期（2016-2020）:
この期間では、先端技術を活用して「超スマート社会」の実現を目指す「Society5.0」というコンセプトが採用されました。この特徴に合致するのは「エ」です。

したがって、第1期から第5期までの科学技術基本計画の特徴的な施策を時系列に並べると、「ウ　→　イ　→　ア　→　オ　→　エ」となります。このため、正解は4. ウ　→　イ　→　ア　→　オ　→　エ となります。",
4,,1,"技術士法第4章に規定されている、技術士等が求められている義務・責務に関わる次の（ア）〜（キ）の記述のうち、あきらかに不適切なものの数を選べ。なお、技術士等とは、技術士及び技術士補を指す。

（ア）技術士等は、その業務に関して知り得た情報を顧客の許可なく第三者に提供してはならない。
（イ）技術士等の秘密保持義務は、所属する組織の業務についてであり、退職後においてまでその制約を受けるものではない。
（ウ）技術士等は、顧客から受けた業務を誠実に実施する義務を負っている。顧客の指示が如何なるものであっても、指示通り実施しなければならない。
（エ）技術士等は、その業務を行うに当たっては、公共の安全、環境の保全その他の公益を害することのないよう努めなければならないが、顧客の利益を害する場合は守秘義務を優先する必要がある。
（オ）技術士は、その業務に関して技術士の名称を表示するときは、その登録を受けた技術部門を明示するものとし、登録を受けていない技術部門を表示してはならないが、技術士を補助する技術士補の技術部門表示は、その限りではない。
（カ）企業に所属している技術士補は、顧客がその専門分野能力を認めた場合は、技術士補の名称を表示して技術士に代わって主体的に業務を行ってよい。
（キ）技術は日々変化、進歩している。技術士は、常に、その業務に関して有する知識及び技能の水準を向上させ、名称表示している専門技術業務領域の能力開発に努めなければならない。",,3,"1. （ア）技術士等は、その業務に関して知り得た情報を顧客の許可なく第三者に提供してはならない。
   - **解説：** これは技術士等の基本的な義務として正しい記述です。

2. （イ）技術士等の秘密保持義務は、所属する組織の業務についてであり、退職後においてまでその制約を受けるものではない。
   - **解説：** これは誤りです。技術士等は退職後も秘密保持義務が続く。

3. （ウ）技術士等は、顧客から受けた業務を誠実に実施する義務を負っている。顧客の指示が如何なるものであっても、指示通り実施しなければならない。
   - **解説：** これは誤りです。公益や安全を害する可能性がある場合、技術士等は顧客の指示に従うべきではありません。

4. （エ）技術士等は、その業務を行うに当たっては、公共の安全、環境の保全その他の公益を害することのないよう努めなければならないが、顧客の利益を害する場合は守秘義務を優先する必要がある。
   - **解説：** これは誤りです。公益を害する恐れがある場合、技術士等は公益を優先しなければならない。

5. （オ）技術士は、その業務に関して技術士の名称を表示するときは、その登録を受けた技術部門を明示するものとし、登録を受けていない技術部門を表示してはならないが、技術士を補助する技術士補の技術部門表示は、その限りではない。
   - **解説：** これは誤りです。技術士補にも名称表示に関する規定があり、適切な技術部門の表示が求められます。

6. （カ）企業に所属している技術士補は、顧客がその専門分野能力を認めた場合は、技術士補の名称を表示して技術士に代わって主体的に業務を行ってよい。
   - **解説：** これは誤りです。技術士補は技術士の補助の立場であり、技術士に代わる主体的な業務を行うことは認められていない。

7. （キ）技術は日々変化、進歩している。技術士は、常に、その業務に関して有する知識及び技能の水準を向上させ、名称表示している専門技術業務領域の能力開発に努めなければならない。
   - **解説：** これは正しい記述です。技術士は継続的な研鑽と能力開発に努める責務がある。

合計で不適切なものは「イ」「ウ」「エ」「オ」「カ」の5つです。よって、答えは3です。",
4,,2,"「公衆の安全、健康、及び福利を最優先すること」は、技術者倫理で最も大切なことである。ここに示す「公衆」は、技術業の業務によって危険を受けうるが、技術者倫理における1つの考え方として、「公衆」は、「（　ア　）である」というものがある。
次の記述のうち、「（　ア　）」に入るものとして、最も適切なものはどれか。",,4,"「公衆の安全、健康、及び福利を最優先すること」は技術者倫理の核心です。技術者や専門職が持つ知識や技術によって、普通の市民や一般の人々が影響を受ける可能性があります。特に、技術や専門知識に疎い人々は、技術者が持つ専門的知識や技術の影響を適切に評価・理解するのが困難であり、その結果として十分にインフォームド・コンセント（よく知らされたうえでの同意）を得ることができない場合があります。

したがって、上記の選択肢の中で「公衆」を最も適切に示すものは、
「4 .よく知らされたうえでの同意を与えることができない人々」です。",
4,,3,"科学技術に携わる者が自らの職務内容について、そのことを知ろうとする者に対して、わかりやすく説明する責任を説明責任（accountability）と呼ぶ。説明を行う者は、説明を求める相手に対して十分な情報を提供するとともに、説明を受ける者が理解しやすい説明を心がけることが重要である。以下に示す説明責任に関する（ア）〜（エ）の記述のうち、正しいものを○、誤ったものを×として、最も適切な組合せはどれか。

（ア）技術者は、説明責任を遂行するに当たり、説明を行う側が努力する一方で、説明を受ける側もそれを受け入れるために相応に努力することが重要である。
（イ）技術者は、自らが関わる業務において、利益相反の可能性がある場合には、説明責任と公正さを重視して、雇用者や依頼者に対し、利益相反に関連する情報を開示する。
（ウ）公正で責任ある研究活動を推進するうえで、どの研究領域であっても共有されるべき「価値」があり、その価値の1つに「研究実施における説明責任」がある。
（エ）技術者は、時として守秘義務と説明責任のはざまにおかれることがあり、守秘義務を果たしつつ説明責任を果たすことが求められる。",,1,"（ア）技術者は、説明責任を遂行するに当たり、説明を行う側が努力する一方で、説明を受ける側もそれを受け入れるために相応に努力することが重要である。
- これは正しいと考えられます。説明責任とは、技術者がわかりやすく説明を行う責任であると同時に、受け手側も理解するための努力が求められます。

（イ）技術者は、自らが関わる業務において、利益相反の可能性がある場合には、説明責任と公正さを重視して、雇用者や依頼者に対し、利益相反に関連する情報を開示する。
- これも正しいと考えられます。利益相反が存在する場合、公平で透明な対応が求められ、その一環として利益相反の情報を開示する必要があります。

（ウ）公正で責任ある研究活動を推進するうえで、どの研究領域であっても共有されるべき「価値」があり、その価値の1つに「研究実施における説明責任」がある。
- これも正しいと考えられます。研究活動においては、公正さや透明性が重要であり、その一環として説明責任が求められます。

（エ）技術者は、時として守秘義務と説明責任のはざまにおかれることがあり、守秘義務を果たしつつ説明責任を果たすことが求められる。
- これも正しいと考えられます。技術者は、守秘義務を果たす必要がある一方で、説明責任も果たさなければなりません。この二つの間に矛盾が生じることがあるかもしれませんが、両方の義務を適切に果たすバランスが求められます。

したがって、最も適切な組合せは「1. ア：○　　イ：○　　ウ：○　　エ：○」です。",
4,,4,"安全保障貿易管理（輸出管理）は、先進国が保有する高度な貨物や技術が、大量破壊兵器等の開発や製造等に関与している懸念国やテロリスト等の懸念組織に渡ることを未然に防ぐため、国際的な枠組みの下、各国が協調して実施している。近年、安全保障環境は一層深刻になるとともに、人的交流の拡大や事業の国際化の進展等により、従来にも増して安全保障貿易管理の重要性が高まっている。大企業や大学、研究機関のみならず、中小企業も例外ではなく、業として輸出等を行う者は、法令を遵守し適切に輸出管理を行わなければならない。輸出管理を適切に実施することにより、法令違反の未然防止はもとより、懸念取引等に巻き込まれるリスクも低減する。
輸出管理に関する次の記述のうち、最も適切なものはどれか。",,2,"安全保障貿易管理（輸出管理）の目的は、大量破壊兵器等の開発や製造に関与している懸念国やテロリスト等の懸念組織に、先進国が保有する高度な貨物や技術が渡らないようにすることです。

各選択肢について考察してみましょう：

1. 学内手続をせずに、ドローンの輸出を行った。これは輸出管理を適切に実施していない事例である。
2. 輸出するロボットにリスト規制に該当するセンサーが内蔵されているため、手続の申請を行った。規制に該当しないと判断された後、輸出を行った。これは輸出管理を適切に実施した事例である。
3. 外国出張の申請書を作成し、情報交換の内容を明記した。これは輸出管理とは直接関連しないが、情報の取り扱いに関する事例である。
4. 「赤外線カメラ」をハンドキャリーする予定としており、直前に海外渡航申請の提出をした。これは輸出管理とは直接関連しない事例である。
5. 自作した測定装置を、輸出管理手続をせずに海外に持ち出すことにした。これは輸出管理を適切に実施していない事例である。

以上の考察から、輸出管理を適切に実施した例として、選択肢「2. α大学の大学院生は、ロボットのデモンストレーションを実施するためにA国β大学に輸出しようとするロボットに、リスト規制に該当する角速度・加速度センサーが内蔵されているため、学内手続の申請を行いセンサーが主要な要素になっていないことを確認した。その結果、規制に該当しないものと判断されたので、輸出を行った。」が最も適切です。",
4,,5,"SDGs（Sustainable Development Goals：持続可能な開発目標）とは、2030年の世界の姿を表した目標の集まりであり、貧困に終止符を打ち、地球を保護し、すべての人が平和と豊かさを享受できるようにすることを目指す普遍的な行動を呼びかけている。
SDGsは2015年に国連本部で開催された「持続可能な開発サミット」で採択された17の目標と169のターゲットから構成され、それらには「経済に関すること」「社会に関すること」「環境に関すること」などが含まれる。また、SDGsは発展途上国のみならず、先進国自身が取り組むユニバーサル（普遍的）なものであり、我が国も積極的に取り組んでいる。国連で定めるSDGsに関する次の（ア）〜（エ）の記述のうち、正しいものを◯、誤ったものを×として、最も適切な組合せはどれか。

（ア）SDGsは、政府・国連に加えて、企業・自治体・個人など誰もが参加できる枠組みになっており、地球上の誰一人取り残さない（leave no one behind）」ことを誓っている。
（イ）SDGsには、法的拘束力があり、処罰の対象となることがある。
（ウ）SDGsは、深刻化する気候変動や、貧富の格差の広がり、紛争や難民・避難民の増加など、このままでは美しい地球を子・孫・ひ孫の代につないでいけないという危機感から生まれた。
（エ）SDGsの達成には、目指すべき社会の姿から振り返って現在すべきことを考える「バックキャスト（Backcast）」ではなく、現状をベースとして実現可能性を踏まえた積み上げを行う「フォーキャスト（Forecast）」の考え方が重要とされている。",,4,"（ア）SDGsは、確かに「地球上の誰一人取り残さない（leave no one behind）」を基本理念としており、政府や国連だけでなく、企業、自治体、個人など誰もが参加できる枠組みとして設計されています。これは正しい記述です。

（イ）SDGsは具体的な行動目標として定められていますが、法的拘束力はありません。したがって、SDGsの達成を強制することや、達成しない国や組織を法的に処罰することはありません。この記述は誤っています。

（ウ）SDGsは確かに気候変動、貧富の格差、紛争や難民の増加などの課題を解決するための目標として設計されています。この記述は正しいです。

（エ）SDGsの達成には「バックキャスト（Backcast）」のアプローチが中心とされており、理想的な未来の姿を描き、その未来から逆算して現在何をすべきかを考えるアプローチが取られています。「フォーキャスト（Forecast）」の考え方は、現状をベースに未来を予測するものですが、SDGsの場合は「バックキャスト」が中心です。この記述は誤っています。

したがって、最も適切な組合せは：

ア：○　　イ：×　　ウ：○　　エ：×

の4番目の選択肢です。",
